,Player,dob,year,month,day,trimestre,Deporte
16023,Mustafa Abi,"Jan 2, 1979",1979,1,2,1,Baloncesto
16025,Fatih Cantitiz,"May 31, 1992",1992,5,31,2,Baloncesto
16032,Rasim Bashak,"Jan 17, 1980",1980,1,17,1,Baloncesto
16043,Polat Kocaoglu,"May 3, 1979",1979,5,3,2,Baloncesto
16044,Tufan Onen,"Jan 3, 1989",1989,1,3,1,Baloncesto
16050,Gokper Gen,"Feb 6, 1989",1989,2,6,1,Baloncesto
16055,Kaan Uner,"Mar 3, 1988",1988,3,3,1,Baloncesto
16056,Derya Yannier,"Feb 28, 1985",1985,2,28,1,Baloncesto
16057,Erdal Bibo,"Jan 8, 1977",1977,1,8,1,Baloncesto
16058,Levent Bilgin,"Jan 4, 1982",1982,1,4,1,Baloncesto
16060,Cenk Sekeroglu,"Sep 27, 1991",1991,9,27,3,Baloncesto
16084,Vule Avdalovic,"Nov 24, 1981",1981,11,24,4,Baloncesto
16086,Stanley Pringle,"Mar 5, 1987",1987,3,5,1,Baloncesto
16087,Oleksiy Pecherov,"Dec 8, 1985",1985,12,8,4,Baloncesto
16103,Heorhi Kandrusevich,"Dec 12, 1978",1978,12,12,4,Baloncesto
16111,Olexandr Nerush,"Jan 17, 1983",1983,1,17,1,Baloncesto
16127,Leonid Iailo,"Aug 31, 1973",1973,8,31,3,Baloncesto
16129,Dmitry Korablev,"Oct 4, 1977",1977,10,4,4,Baloncesto
16134,Igor Kryvych,"Dec 14, 1978",1978,12,14,4,Baloncesto
16146,Juan Gutierrez,"Oct 10, 1983",1983,10,10,4,Baloncesto
16160,Daniel Santiago,"Jun 24, 1976",1976,6,24,2,Baloncesto
16162,Javier Bulfoni,"Sep 26, 1976",1976,9,26,3,Baloncesto
16174,Federico Kammerichs,"Jun 21, 1980",1980,6,21,2,Baloncesto
16198,Josimar Ayarza,"May 3, 1987",1987,5,3,2,Baloncesto
16215,Eduardo Villares,"Jan 17, 1979",1979,1,17,1,Baloncesto
16221,Gaston Luchino,"Feb 6, 1982",1982,2,6,1,Baloncesto
16222,Cesar Omar Avalle,"Mar 12, 1985",1985,3,12,1,Baloncesto
16234,Victor Hugo Cajal,"Sep 12, 1980",1980,9,12,3,Baloncesto
16235,Ruben Wolkowyski,"Sep 30, 1973",1973,9,30,3,Baloncesto
16238,Gaston Torre,"Apr 26, 1985",1985,4,26,2,Baloncesto
16241,Federico Ferrini,"Apr 26, 1983",1983,4,26,2,Baloncesto
16242,Gonzalo Laphitzborde,"Dec 22, 1975",1975,12,22,4,Baloncesto
16408,Blaz Cresnar,"Jul 14, 1986",1986,7,14,3,Baloncesto
16415,Christoph Knor,"May 7, 1985",1985,5,7,2,Baloncesto
16418,Reinhard Lanegger,"Jul 21, 1981",1981,7,21,3,Baloncesto
16419,Markus Pinezich,"Aug 24, 1988",1988,8,24,3,Baloncesto
16422,Corey Hallett,"May 4, 1984",1984,5,4,2,Baloncesto
16427,Tomislav Gaspar,"Feb 14, 1983",1983,2,14,1,Baloncesto
16429,Alexander Heuberger,"Jun 21, 1989",1989,6,21,2,Baloncesto
16454,SInisa Tepavcevic,"Mar 14, 1986",1986,3,14,1,Baloncesto
16461,Igor Kunjic,"Mar 21, 1987",1987,3,21,1,Baloncesto
16467,Andrej Pajovic,"Jun 20, 1992",1992,6,20,2,Baloncesto
16488,Ivan Fatic,"Feb 28, 1993",1993,2,28,1,Baloncesto
16492,Sergei Miakinin,"Mar 24, 1986",1986,3,24,1,Baloncesto
16494,Anton Indrikov,"Jul 29, 1987",1987,7,29,3,Baloncesto
16500,Dmitri Akulich,"Feb 22, 1986",1986,2,22,1,Baloncesto
16509,Fedor Kryukov,"Mar 6, 1988",1988,3,6,1,Baloncesto
16513,Denis Azaare,"May 5, 1992",1992,5,5,2,Baloncesto
16514,Vadzim Haidukevich,"May 25, 1993",1993,5,25,2,Baloncesto
16518,Pavel Shuleyko,"Mar 3, 1988",1988,3,3,1,Baloncesto
16522,Vladimir Sharko,"May 27, 1974",1974,5,27,2,Baloncesto
16526,Anton Papruha,"Jun 16, 1993",1993,6,16,2,Baloncesto
16527,Aliaksandr Matveyeu,"Feb 26, 1991",1991,2,26,1,Baloncesto
16535,Gennadij Usovich,"Aug 16, 1990",1990,8,16,3,Baloncesto
16538,Dzianis Korshuk,"Mar 2, 1978",1978,3,2,1,Baloncesto
16574,Sacha Massot,"Oct 24, 1983",1983,10,24,4,Baloncesto
16575,Thomas Dreesen,"Feb 7, 1988",1988,2,7,1,Baloncesto
16586,Yannick Moray,"Apr 19, 1991",1991,4,19,2,Baloncesto
16587,Dragan Tubak,"Apr 10, 1987",1987,4,10,2,Baloncesto
16588,Yannick Driesen,"Nov 2, 1988",1988,11,2,4,Baloncesto
16589,Maxim Zakharov,"May 26, 1989",1989,5,26,2,Baloncesto
16593,Sebastien Maio,"Jul 3, 1978",1978,7,3,3,Baloncesto
16598,Novak Popovic,"Aug 17, 1981",1981,8,17,3,Baloncesto
16600,Filip Goranovic,"Jun 2, 1985",1985,6,2,2,Baloncesto
16608,Petar Ivanic,"Sep 14, 1985",1985,9,14,3,Baloncesto
16611,Ranko Velimirovic,"Nov 27, 1972",1972,11,27,4,Baloncesto
16618,Dino Hodzic,"Aug 11, 1990",1990,8,11,3,Baloncesto
16624,Mile Galic,"Sep 18, 1985",1985,9,18,3,Baloncesto
16626,Srdan Golubovic,"Dec 26, 1987",1987,12,26,4,Baloncesto
16631,Bozo Jelcic,"Aug 12, 1979",1979,8,12,3,Baloncesto
16632,Srdan Blanusa,"Oct 2, 1979",1979,10,2,4,Baloncesto
16635,Ashar Dedic,"Jan 19, 1986",1986,1,19,1,Baloncesto
16639,Samir Leric,"Sep 12, 1973",1973,9,12,3,Baloncesto
16642,Ranko Ivic,"May 20, 1992",1992,5,20,2,Baloncesto
16648,Igor Damjanovic,"Aug 30, 1985",1985,8,30,3,Baloncesto
16649,Dejan Savic,"Mar 12, 1985",1985,3,12,1,Baloncesto
16653,Andrej Perovic,"Nov 5, 1981",1981,11,5,4,Baloncesto
16658,Milivoje Mirkovic,"Jan 25, 1987",1987,1,25,1,Baloncesto
16663,Milan Dozet,"May 12, 1979",1979,5,12,2,Baloncesto
16665,Anel Selimovic,"Nov 18, 1991",1991,11,18,4,Baloncesto
16667,Obrad Vukovic,"Jun 5, 1991",1991,6,5,2,Baloncesto
16668,Adelmo Delic,"Feb 7, 1984",1984,2,7,1,Baloncesto
16669,Ermin Kahriman,"Jan 17, 1986",1986,1,17,1,Baloncesto
16680,Jefferson Antonio,"Mar 20, 1983",1983,3,20,1,Baloncesto
16710,Babby Araujo,"Aug 12, 1980",1980,8,12,3,Baloncesto
16718,Paulo Nery,"Mar 17, 1981",1981,3,17,1,Baloncesto
16719,Victor De Souza,"Apr 3, 1992",1992,4,3,2,Baloncesto
16728,Ricardo Probst,"Apr 13, 1976",1976,4,13,2,Baloncesto
16738,Vinicius Telo,"May 10, 1985",1985,5,10,2,Baloncesto
16741,Marcellus Camara,"Feb 17, 1988",1988,2,17,1,Baloncesto
16742,Andre Bambu,"Aug 4, 1979",1979,8,4,3,Baloncesto
16747,Case Santos,"May 7, 1977",1977,5,7,2,Baloncesto
16748,Rogerio Klafke,"Mar 26, 1971",1971,3,26,1,Baloncesto
16751,Guillermo Araujo,"Sep 20, 1982",1982,9,20,3,Baloncesto
16756,Eder Borges de Araujo,"May 4, 1981",1981,5,4,2,Baloncesto
16764,Luiz Lemes,"Oct 6, 1980",1980,10,6,4,Baloncesto
16765,Durval Cunha,"Jan 15, 1992",1992,1,15,1,Baloncesto
16767,Allens Jemmott,"Aug 6, 1980",1980,8,6,3,Baloncesto
16768,Eric Soares,"Jun 24, 1986",1986,6,24,2,Baloncesto
16773,Leandro da Silva,"May 14, 1981",1981,5,14,2,Baloncesto
16775,Pedro Patekoski,"Jul 22, 1989",1989,7,22,3,Baloncesto
16776,Chico Delben,"Jun 23, 1983",1983,6,23,2,Baloncesto
16779,Alirio de Souza,"Nov 22, 1977",1977,11,22,4,Baloncesto
16781,Fernando Coloneze,"Jul 13, 1978",1978,7,13,3,Baloncesto
16782,Evandro Soro,"Nov 8, 1980",1980,11,8,4,Baloncesto
16798,Stanley Ocitti,"May 28, 1980",1980,5,28,2,Baloncesto
16804,Samuel Cricelli,"May 14, 1985",1985,5,14,2,Baloncesto
16813,Arturas Masiulis,"May 2, 1980",1980,5,2,2,Baloncesto
16822,Shawn Myers,"May 26, 1969",1969,5,26,2,Baloncesto
16824,Gael Hulsen,"Nov 27, 1990",1990,11,27,4,Baloncesto
16828,Arnas Kazlauskas,"Mar 11, 1976",1976,3,11,1,Baloncesto
16831,Andrew Wedemire,"Feb 26, 1986",1986,2,26,1,Baloncesto
16835,Brice Fantazia,"Aug 7, 1985",1985,8,7,3,Baloncesto
16839,Peter Simek,"Jun 7, 1988",1988,6,7,2,Baloncesto
16840,Carlos Fernandez,"Jul 17, 1987",1987,7,17,3,Baloncesto
16852,Christopher Pearce,"Apr 16, 1989",1989,4,16,2,Baloncesto
16876,Ilia Stankov,"Jul 14, 1976",1976,7,14,3,Baloncesto
16884,Petar Rakovic,"Jun 30, 1989",1989,6,30,2,Baloncesto
16885,Ivo Slavchev,"Nov 21, 1990",1990,11,21,4,Baloncesto
16892,Rosen Sofroniev,"Jan 30, 1980",1980,1,30,1,Baloncesto
16897,Yuliyan Radionov,"Jul 1, 1979",1979,7,1,3,Baloncesto
16901,Aleksandar Dyakovski,"Dec 15, 1982",1982,12,15,4,Baloncesto
16910,Milen Dimitrov,"Nov 19, 1988",1988,11,19,4,Baloncesto
16913,Kiril Kirilov,"Apr 14, 1994",1994,4,14,2,Baloncesto
16915,Boyko Milenkov,"Aug 6, 1983",1983,8,6,3,Baloncesto
16953,Kamar Burke,"Aug 25, 1986",1986,8,25,3,Baloncesto
16961,Sheray Thomas,"Oct 4, 1984",1984,10,4,4,Baloncesto
16975,Gary Forbes,"Feb 25, 1985",1985,2,25,1,Baloncesto
16991,Sam Hoskin,"Dec 29, 1979",1979,12,29,4,Baloncesto
17001,Ding Jinhui,"Oct 27, 1989",1989,10,27,4,Baloncesto
17006,Jackson Vroman,"Jun 6, 1981",1981,6,6,2,Baloncesto
17011,Li Gun,"Aug 15, 1988",1988,8,15,3,Baloncesto
17013,SongLin Gong,"Jul 22, 1981",1981,7,22,3,Baloncesto
17021,Tao Li,"Jun 1, 1983",1983,6,1,2,Baloncesto
17025,Yong-Gang Zhao,"Jan 7, 1982",1982,1,7,1,Baloncesto
17026,Ziqui Liu,"Aug 17, 1982",1982,8,17,3,Baloncesto
17044,HoMan Sun,"Jan 4, 1990",1990,1,4,1,Baloncesto
17045,Yuyang Xue,"Oct 4, 1982",1982,10,4,4,Baloncesto
17046,Bateer Mengke,"Nov 20, 1975",1975,11,20,4,Baloncesto
17048,Ke Mo,"Sep 8, 1982",1982,9,8,3,Baloncesto
17055,GuoChong Xu,"Jun 23, 1981",1981,6,23,2,Baloncesto
17057,Yao Lu,"Jan 9, 1988",1988,1,9,1,Baloncesto
17059,Kai Chen,"Nov 16, 1988",1988,11,16,4,Baloncesto
17070,Yang Ge,"Aug 15, 1990",1990,8,15,3,Baloncesto
17071,XiaoMing Lu,"Apr 19, 1979",1979,4,19,2,Baloncesto
17077,Gang Wang,"Dec 13, 1983",1983,12,13,4,Baloncesto
17078,Aymard-Caha Walsh,"Apr 14, 1987",1987,4,14,2,Baloncesto
17080,Lim Ming,"Mar 22, 1990",1990,3,22,1,Baloncesto
17083,Yuchen Tian,"Dec 30, 1992",1992,12,30,4,Baloncesto
17086,Yi Ting Lo,"Nov 14, 1987",1987,11,14,4,Baloncesto
17088,Wang Zhongguang,"Feb 1, 1987",1987,2,1,1,Baloncesto
17105,Mislav Peric,"Aug 7, 1988",1988,8,7,3,Baloncesto
17106,Dino Jakolis,"Apr 13, 1991",1991,4,13,2,Baloncesto
17111,Ivan Tomeljak,"Feb 2, 1979",1979,2,2,1,Baloncesto
17112,Zeljko Zupic,"Sep 9, 1981",1981,9,9,3,Baloncesto
17122,Antonio Bilic,"Aug 5, 1986",1986,8,5,3,Baloncesto
17126,Maro Lucic,"Jan 7, 1981",1981,1,7,1,Baloncesto
17127,Ivan Cvjetkovic,"Aug 13, 1985",1985,8,13,3,Baloncesto
17135,Luka Petkovic,"Jul 10, 1988",1988,7,10,3,Baloncesto
17136,Predrag Suput,"Jun 1, 1977",1977,6,1,2,Baloncesto
17150,Josip Blajic,"Jan 14, 1987",1987,1,14,1,Baloncesto
17155,Josip Surina,"Jan 23, 1992",1992,1,23,1,Baloncesto
17159,Hrvoje Sertic,"Feb 14, 1992",1992,2,14,1,Baloncesto
17161,Franko Kastropil,"Mar 8, 1984",1984,3,8,1,Baloncesto
17162,Matej Kljaic,"Dec 7, 1993",1993,12,7,4,Baloncesto
17163,Matteo Juricic,"Jan 28, 1991",1991,1,28,1,Baloncesto
17168,Ivan Cosic,"Jun 24, 1995",1995,6,24,2,Baloncesto
17171,Boris Meno,"Nov 23, 1983",1983,11,23,4,Baloncesto
17203,Marek Mares,"May 7, 1996",1996,5,7,2,Baloncesto
17211,Jan Stehlik,"Jul 10, 1986",1986,7,10,3,Baloncesto
17232,Dejan Radulovic,"Jan 26, 1985",1985,1,26,1,Baloncesto
17233,Jaroslav Prasil,"Apr 13, 1980",1980,4,13,2,Baloncesto
17237,Pavel Milos,"Jul 26, 1979",1979,7,26,3,Baloncesto
17239,Miroslav Soukup,"Mar 6, 1982",1982,3,6,1,Baloncesto
17240,Ladislav Toth,"Jan 25, 1983",1983,1,25,1,Baloncesto
17241,Lubos Moravec,"Jan 11, 1989",1989,1,11,1,Baloncesto
17244,Martin Miklosik,"Nov 18, 1986",1986,11,18,4,Baloncesto
17247,Antonin Pistecky,"Feb 28, 1984",1984,2,28,1,Baloncesto
17248,Zdenek Hanzlik,"Jul 30, 1987",1987,7,30,3,Baloncesto
17252,Pavel Harcar,"Sep 16, 1989",1989,9,16,3,Baloncesto
17253,Uros Benacek,"Mar 6, 1992",1992,3,6,1,Baloncesto
17254,Vaclav Honomichl,"Apr 2, 1992",1992,4,2,2,Baloncesto
17264,Greg Washington,"May 25, 1987",1987,5,25,2,Baloncesto
17269,Randy Dezouvre,"Sep 11, 1987",1987,9,11,3,Baloncesto
17272,Miguel Ortega,"Mar 4, 1991",1991,3,4,1,Baloncesto
17283,Soren Sorensen,"Sep 7, 1988",1988,9,7,3,Baloncesto
17287,Bojan Marinkovic,"Aug 24, 1984",1984,8,24,3,Baloncesto
17288,Rasmus Soby Dalboge,"Jun 11, 1989",1989,6,11,2,Baloncesto
17292,Patrick Nielsen,"Jul 3, 1988",1988,7,3,3,Baloncesto
17293,Jens Jensen,"Aug 4, 1975",1975,8,4,3,Baloncesto
17294,Nerijus Brasas,"Mar 28, 1985",1985,3,28,1,Baloncesto
17297,Ronny Laier,"Apr 27, 1987",1987,4,27,2,Baloncesto
17301,Mads Frandsen,"Jun 19, 1990",1990,6,19,2,Baloncesto
17302,Rune Lauridsen,"May 27, 1988",1988,5,27,2,Baloncesto
17303,Rasmus Norgaard,"Jan 6, 1990",1990,1,6,1,Baloncesto
17305,Jakob Wang,"Jan 24, 1990",1990,1,24,1,Baloncesto
17307,Matiss Sakne,"Jan 14, 1991",1991,1,14,1,Baloncesto
17308,Gudni Valentinusson,"Feb 10, 1985",1985,2,10,1,Baloncesto
17309,Martin Mariegaard,"Jun 7, 1981",1981,6,7,2,Baloncesto
17310,Anders Skou Hansen,"Jan 29, 1994",1994,1,29,1,Baloncesto
17438,Mario Stojic,"May 6, 1980",1980,5,6,2,Baloncesto
17448,Andrija Zizic,"Jan 14, 1980",1980,1,14,1,Baloncesto
17462,Gatis Jahovics,"Aug 11, 1984",1984,8,11,3,Baloncesto
17474,Christophe Beghin,"Jan 2, 1980",1980,1,2,1,Baloncesto
17491,Todor Stoykov,"Mar 3, 1977",1977,3,3,1,Baloncesto
17496,Petr Samoylenko,"Feb 7, 1977",1977,2,7,1,Baloncesto
17507,Igor Zamanskiy,"Nov 16, 1977",1977,11,16,4,Baloncesto
17509,Alexei Savrasenko,"Feb 28, 1979",1979,2,28,1,Baloncesto
17587,Sofoklis Schortsanitis,"Jun 22, 1985",1985,6,22,2,Baloncesto
17636,Stanko Barac,"Aug 13, 1986",1986,8,13,3,Baloncesto
17669,Kosta Perovic,"Feb 19, 1985",1985,2,19,1,Baloncesto
17674,Marco Carraretto,"Oct 27, 1977",1977,10,27,4,Baloncesto
17681,A.J. Ogilvy,"Jun 17, 1988",1988,6,17,2,Baloncesto
17683,Tutku Acik,"Sep 1, 1980",1980,9,1,3,Baloncesto
17694,Theo Papaloukas,"May 8, 1977",1977,5,8,2,Baloncesto
17697,Matt Nielsen,"Feb 3, 1978",1978,2,3,1,Baloncesto
17716,Sefton Barrett,"Dec 12, 1983",1983,12,12,4,Baloncesto
17751,Jussi Eskola,"Feb 23, 1987",1987,2,23,1,Baloncesto
17756,Aleksi Huuskonen,"May 18, 1988",1988,5,18,2,Baloncesto
17762,Kimmo Muurinen,"Feb 23, 1981",1981,2,23,1,Baloncesto
17769,Aleksi Alanen,"Jan 9, 1991",1991,1,9,1,Baloncesto
17771,Olli Kaunomaki,"Aug 10, 1986",1986,8,10,3,Baloncesto
17775,Olli Ahvenniemi,"Apr 6, 1983",1983,4,6,2,Baloncesto
17779,Henri Valimaa,"Feb 3, 1992",1992,2,3,1,Baloncesto
17780,Juho Helenius,"Mar 25, 1991",1991,3,25,1,Baloncesto
17781,Ville Viita,"Jan 23, 1989",1989,1,23,1,Baloncesto
17814,Ludovic Vaty,"Nov 21, 1988",1988,11,21,4,Baloncesto
17839,Karim Souchu,"Mar 30, 1979",1979,3,30,1,Baloncesto
17844,Jeff Greer,"Nov 30, 1979",1979,11,30,4,Baloncesto
17845,Joseph Gomis,"Jul 2, 1978",1978,7,2,3,Baloncesto
17848,Thomas Dubiez,"May 5, 1980",1980,5,5,2,Baloncesto
17849,David Melody,"May 4, 1977",1977,5,4,2,Baloncesto
17853,Herve Toure,"Feb 25, 1982",1982,2,25,1,Baloncesto
17857,Xavier Corosine,"Mar 12, 1985",1985,3,12,1,Baloncesto
17861,Abodulaye M'Baye,"Nov 3, 1988",1988,11,3,4,Baloncesto
17871,Paccelis Morlende,"Apr 19, 1981",1981,4,19,2,Baloncesto
17872,Arnaud Kerckhof,"Mar 13, 1984",1984,3,13,1,Baloncesto
17875,Aymeric Jeanneau,"Oct 10, 1978",1978,10,10,4,Baloncesto
17876,Pierre-Yves Guillard,"May 27, 1984",1984,5,27,2,Baloncesto
17877,Carl Ona Embo,"Jun 8, 1989",1989,6,8,2,Baloncesto
17879,Pape Badiane,"Feb 2, 1980",1980,2,2,1,Baloncesto
17893,Lasha Keshelava,"Jan 28, 1980",1980,1,28,1,Baloncesto
17898,Lasha Parghalava,"Feb 7, 1987",1987,2,7,1,Baloncesto
17906,Serzhi Aselaini,"Oct 29, 1991",1991,10,29,4,Baloncesto
17912,Zurab Maisuradze,"Jan 18, 1991",1991,1,18,1,Baloncesto
17914,Milan Oluic,"Sep 24, 1984",1984,9,24,3,Baloncesto
17916,George Pirvelashvili,"Nov 18, 1988",1988,11,18,4,Baloncesto
17920,Vakhtang Chkareuli,"Mar 20, 1991",1991,3,20,1,Baloncesto
17927,Vaja Janashia,"May 15, 1993",1993,5,15,2,Baloncesto
17928,Giorgi Nanitashvili,"Apr 12, 1990",1990,4,12,2,Baloncesto
17930,Ivane Maisuradze,"Jan 9, 1985",1985,1,9,1,Baloncesto
17931,Jolivet Toudjan,"Jul 3, 1980",1980,7,3,3,Baloncesto
17932,Vasili Beruashvili,"Dec 12, 1990",1990,12,12,4,Baloncesto
17933,Davit Khizanishvili,"Mar 26, 1987",1987,3,26,1,Baloncesto
17937,Zurab Korkotadze,"Jul 8, 1983",1983,7,8,3,Baloncesto
17938,Giorgi Gaprindashvili,"Mar 25, 1988",1988,3,25,1,Baloncesto
17939,Irakli Sakvarelidze,"May 27, 1986",1986,5,27,2,Baloncesto
17940,Irakli Gabisonia,"Sep 19, 1989",1989,9,19,3,Baloncesto
17941,Gela Kopaliani,"Jan 7, 1990",1990,1,7,1,Baloncesto
17942,Davit Dekanoidze,"Dec 19, 1991",1991,12,19,4,Baloncesto
17944,Irakli Dzidziguri,"Aug 16, 1988",1988,8,16,3,Baloncesto
17948,Irakli Kobidze,"Oct 1, 1990",1990,10,1,4,Baloncesto
17952,Bega Tchitchveishvili,"Feb 12, 1992",1992,2,12,1,Baloncesto
17953,Manuchar Ninua,"Mar 2, 1984",1984,3,2,1,Baloncesto
17954,Nodar Sigua,"Aug 1, 1987",1987,8,1,3,Baloncesto
17996,Johannes Lischka,"Apr 2, 1987",1987,4,2,2,Baloncesto
18004,Elvir Ovcina,"Jul 16, 1976",1976,7,16,3,Baloncesto
18021,Joshua Jackson,"Dec 17, 1985",1985,12,17,4,Baloncesto
18035,Jan Jagla,"Jun 25, 1981",1981,6,25,2,Baloncesto
18048,Achmadschah Zazai,"Dec 5, 1986",1986,12,5,4,Baloncesto
18050,Johannes Strasser,"Jun 13, 1982",1982,6,13,2,Baloncesto
18053,Steffen Hamann,"Jun 14, 1981",1981,6,14,2,Baloncesto
18061,Simon Schmitz,"Feb 17, 1990",1990,2,17,1,Baloncesto
18063,Oskar Fassler,"Jul 8, 1988",1988,7,8,3,Baloncesto
18064,Andreas Buchert,"Oct 6, 1986",1986,10,6,4,Baloncesto
18068,Guido Grunheid,"Oct 25, 1982",1982,10,25,4,Baloncesto
18075,Max Weber,"Apr 23, 1985",1985,4,23,2,Baloncesto
18095,Alexis Kiritsis,"May 18, 1982",1982,5,18,2,Baloncesto
18100,Nestoras Kommatos,"May 4, 1977",1977,5,4,2,Baloncesto
18102,Lazaros Papadopoulos,"Jun 3, 1980",1980,6,3,2,Baloncesto
18115,Nikos Papanikolopoulos,"Apr 21, 1979",1979,4,21,2,Baloncesto
18119,Spyros Magounis,"Dec 10, 1985",1985,12,10,4,Baloncesto
18123,Andreas Kanonidis,"Jul 26, 1991",1991,7,26,3,Baloncesto
18137,Kostas Tsartsaris,"Oct 17, 1979",1979,10,17,4,Baloncesto
18138,Giorgos Dedas,"Jan 2, 1980",1980,1,2,1,Baloncesto
18143,Dimitris Kompodietas,"Apr 26, 1985",1985,4,26,2,Baloncesto
18148,Nikolaos Papanikolaou,"Jun 1, 1985",1985,6,1,2,Baloncesto
18149,Georgios Tsiakos,"Jul 19, 1982",1982,7,19,3,Baloncesto
18150,Sotiris Karapostolou,"Jul 15, 1978",1978,7,15,3,Baloncesto
18152,Giorgios Apostolidis,"Jun 22, 1984",1984,6,22,2,Baloncesto
18154,Alekos Petroulas,"Jun 2, 1978",1978,6,2,2,Baloncesto
18156,Georgios Kalaitzis,"Aug 29, 1976",1976,8,29,3,Baloncesto
18192,Laszlo Kalman,"Dec 20, 1972",1972,12,20,4,Baloncesto
18206,Gabor Drahos,"Aug 16, 1979",1979,8,16,3,Baloncesto
18208,Gergely David,"Apr 14, 1983",1983,4,14,2,Baloncesto
18217,Attila Tanacs,"Mar 16, 1982",1982,3,16,1,Baloncesto
18219,Csaba Kaluha,"Jan 26, 1990",1990,1,26,1,Baloncesto
18221,Andras Helmeczi,"Jan 16, 1990",1990,1,16,1,Baloncesto
18222,Gergely Fodor,"Aug 25, 1977",1977,8,25,3,Baloncesto
18225,Viktor Vas,"May 31, 1989",1989,5,31,2,Baloncesto
18226,David Puszta,"Apr 14, 1990",1990,4,14,2,Baloncesto
18227,Daniel Koma,"Jun 21, 1979",1979,6,21,2,Baloncesto
18228,Imre Kovacs,"Jun 4, 1983",1983,6,4,2,Baloncesto
18229,Zsolt Vesztergom,"Apr 12, 1987",1987,4,12,2,Baloncesto
18231,Mate Vida,"Oct 21, 1986",1986,10,21,4,Baloncesto
18232,Ferenc Boldizsar,"Nov 26, 1977",1977,11,26,4,Baloncesto
18286,Dror Hajaj,"Dec 31, 1978",1978,12,31,4,Baloncesto
18289,Yaniv Green,"May 16, 1980",1980,5,16,2,Baloncesto
18296,Gur Porat,"Nov 10, 1979",1979,11,10,4,Baloncesto
18303,Oded Shaashoua,"Oct 2, 1982",1982,10,2,4,Baloncesto
18305,David Shamriz,"Jun 7, 1991",1991,6,7,2,Baloncesto
18306,Gal Eytan,"Jul 25, 1987",1987,7,25,3,Baloncesto
18337,Greg Brunner,"Jun 15, 1983",1983,6,15,2,Baloncesto
18354,Nicolas Mazzarino,"Oct 21, 1975",1975,10,21,4,Baloncesto
18363,Angelo Gigli,"Jun 4, 1983",1983,6,4,2,Baloncesto
18377,Benjamin Eze,"Jan 8, 1981",1981,1,8,1,Baloncesto
18382,Fabio Di Bella,"Dec 13, 1978",1978,12,13,4,Baloncesto
18386,Richard Rocca,"Nov 6, 1977",1977,11,6,4,Baloncesto
18388,Manuel Vanuzzo,"Apr 5, 1975",1975,4,5,2,Baloncesto
18392,Valerio Spinelli,"Jul 10, 1979",1979,7,10,3,Baloncesto
18395,Giuliano Maresca,"Oct 16, 1981",1981,10,16,4,Baloncesto
18401,Robert Fultz,"Feb 14, 1982",1982,2,14,1,Baloncesto
18420,Asenso Ampim,"Dec 7, 1988",1988,12,7,4,Baloncesto
18424,Julian Khazzouh,"Feb 23, 1986",1986,2,23,1,Baloncesto
18427,Roy Samaha,"Sep 12, 1984",1984,9,12,3,Baloncesto
18428,Matt Freije,"Oct 2, 1981",1981,10,2,4,Baloncesto
18431,Ramy Akiki,"Dec 24, 1982",1982,12,24,4,Baloncesto
18435,Husseim Kansou,"Jul 13, 1988",1988,7,13,3,Baloncesto
18438,Omar El Turk,"Sep 30, 1981",1981,9,30,3,Baloncesto
18448,Jad Kabbara,"May 2, 1990",1990,5,2,2,Baloncesto
18453,Yehia Sabra,"Jan 6, 1985",1985,1,6,1,Baloncesto
18455,Costy Koudsi,"Apr 21, 1992",1992,4,21,2,Baloncesto
18460,Antony Yammine,"Jan 14, 1989",1989,1,14,1,Baloncesto
18461,Bachir Saad,"Mar 3, 1991",1991,3,3,1,Baloncesto
18477,Nerijus Varnelis,"Apr 13, 1978",1978,4,13,2,Baloncesto
18482,Mantas Mockevicius,"Jan 16, 1993",1993,1,16,1,Baloncesto
18488,Laurynas Mikalauskas,"Oct 2, 1985",1985,10,2,4,Baloncesto
18495,Aivaras Kiausas,"May 19, 1980",1980,5,19,2,Baloncesto
18497,Vytenis Jasikevicius,"Nov 21, 1985",1985,11,21,4,Baloncesto
18499,Mindaugas Katelynas,"May 16, 1983",1983,5,16,2,Baloncesto
18500,Mindaugas Stasys,"Feb 28, 1986",1986,2,28,1,Baloncesto
18501,Evaldas Lengvinas,"Jun 1, 1989",1989,6,1,2,Baloncesto
18502,Arvydas Cepulis,"Oct 23, 1979",1979,10,23,4,Baloncesto
18506,Zygis Sestokas,"Mar 30, 1986",1986,3,30,1,Baloncesto
18512,Sarunas Kulevicius,"Apr 29, 1989",1989,4,29,2,Baloncesto
18515,Evaldas Dainys,"Sep 29, 1982",1982,9,29,3,Baloncesto
18518,Rolandas Matulis,"Oct 4, 1973",1973,10,4,4,Baloncesto
18519,Tomas Urbonas,"Mar 7, 1992",1992,3,7,1,Baloncesto
18520,Saulius Kuzminskas,"May 30, 1982",1982,5,30,2,Baloncesto
18523,Darius Silinskis,"May 15, 1984",1984,5,15,2,Baloncesto
18525,Rolandas Jakstas,"Sep 28, 1992",1992,9,28,3,Baloncesto
18527,Ignas Ramasauskas,"Feb 24, 1993",1993,2,24,1,Baloncesto
18528,Mantas Ruikis,"Jun 28, 1985",1985,6,28,2,Baloncesto
18532,Gediminas Zyle,"Nov 24, 1988",1988,11,24,4,Baloncesto
